	statussummary	status	asm	jira	sample	accession	species	coi	organelle	uli	common name	sex	genomic sex	ploidy	taxon	genus	family	order	phylum	BioSample	BioProject	darwin	vgp_orders	vgp_plus	asg	erga	25g	britain&ireland	dnazoo	cichlids	BADASS	rodents	jiggins	murchison	R&D	protist-microalgae	UKbutterflies	sts size (Mb)	est. size (Mb)	htzgy (%)	rep frac (%)	long read cov (gscope)	long read cov (sts)	10XG cov (gscope)	10XG cov (sts)	last_data	sts pacbio status (new)	sts hic status (new)	hic_from	PacBio	ONT	10XG	Htag	BioNano	HiC	RNAseq	IsoSeq	note or paper	raw data sub	submission todo	contig N50 (Mb)	contig count	scaffold N50 (Mb)	scaffold count	longest (Mb)	length (Mb)	BUSCO	QV	completeness	pipeline status	notes	runs
	6 data generation	65_hic_only			ldNarOssi1	EDTOL01473	Narthecium ossifragum					H			114204	Narthecium	Nartheciaceae	Dioscoreales	Tracheophyta	SAMEA10983567		1						1																			UNKNOWN	COMPLETE	ldNarOssi1						●																	
	6 data generation	65_hic_only			urBorSecu1	MBA-210825-004A	Bornetia secundiflora				Bornet's coral weed	U			2575637	Bornetia	Ceramiaceae	Ceramiales	Rhodophyta	SAMEA13854018		1						1																			UNKNOWN	COMPLETE	urBorSecu1						●																	
	6 data generation	65_hic_only			idCoeFrig4	SAN00001840	Coelopa frigida					M			169498	Coelopa	Coelopidae	Diptera	Arthropoda	SAMEA12505719		1						1																			UNKNOWN	COMPLETE	idCoeFrig1,idCoeFrig4						●																	
	6 data generation	65_hic_only			ucStiFarc1	Ox800018	Stigeoclonium farctum					NA			764115	Stigeoclonium	Chaetophoraceae	Chaetophorales	Chlorophyta	SAMEA12753549		1						1																			UNKNOWN	COMPLETE	ucStiFarc1						●																	
	6 data generation	65_hic_only			fSynAcu2	MBA-211018-001A	Syngnathus acus				greater pipefish	U			161584	Syngnathus	Syngnathidae	Syngnathiformes	Chordata	SAMEA13854528		0	0					0																			UNKNOWN	COMPLETE	fSynAcu2						●																	
	6 data generation	65_hic_only			jhNemRamo1	MBA-210527-025A	Nemertesia ramosa				(a hydroid)	H			396357	Nemertesia	Plumulariidae	Leptothecata	Cnidaria	SAMEA12219453		1						1																			UNKNOWN	COMPLETE	jhNemRamo1						●																	
	6 data generation	65_hic_only			ilEpiRepa1	NHMUK013696846	Epione repandaria					U			934834	Epione	Geometridae	Lepidoptera	Arthropoda	SAMEA10648949		1						1																			UNKNOWN	COMPLETE	ilEpiRepa1						●																	
	6 data generation	65_hic_only			iyCynQuer2	SAN00001966	Cynips quercusfolii				cherry gallwasp	F			207804	Cynips	Cynipidae	Hymenoptera	Arthropoda	SAMEA12110525		1						1																			UNKNOWN	COMPLETE	iyCynQuer2						●																	
	6 data generation	65_hic_only			qqPseLani1	NHMUK014111145	Pseudeuophrys lanigera					U			1871997	Pseudeuophrys	Salticidae	Araneae	Arthropoda	SAMEA11025113		1						1																			UNKNOWN	COMPLETE	qqPseLani1						●																	
	6 data generation	65_hic_only			inMicPaga1	Ox001896	Micromus paganus					U			1504851	Micromus	Hemerobiidae	Neuroptera	Arthropoda	SAMEA10979158		1						1																			UNKNOWN	COMPLETE	inMicPaga1						●																	
	6 data generation	65_hic_only			voAspMari1	KDTOL10345	Asplenium marinum					H			147937	Asplenium	Aspleniaceae	Polypodiales	Tracheophyta	SAMEA10369541		1						1																			UNKNOWN	COMPLETE	voAspMari1						●																	
	6 data generation	65_hic_only			voAspCete1	KDTOL10344	Asplenium ceterach					H			147945	Asplenium	Aspleniaceae	Polypodiales	Streptophyta	SAMEA10369540		1						1																			UNKNOWN	COMPLETE	voAspCete1						●																	
	6 data generation	65_hic_only			ucChlLemn1	Ox800026	Chlorochytrium lemnae					NA			1199099	Chlorochytrium	Chlorochytriaceae	Chlamydomonadales	Chlorophyta	SAMEA12753557		1						1																			UNKNOWN	COMPLETE	ucChlLemn1						●																	
	6 data generation	65_hic_only			uoGraStri1	Ox800022	Grammonema striatula					NA			33645	Grammonema	Fragilariaceae	Fragilariales	Bacillariophyta	SAMEA12753553		1						1																			UNKNOWN	COMPLETE	uoGraStri1						●																	
	6 data generation	65_hic_only			daLobDort1	KDTOL10333	Lobelia dortmanna					H			368684	Lobelia	Campanulaceae	Asterales	Tracheophyta	SAMEA10369529		1						1																			IN_PROGRESS	COMPLETE	daLobDort1						●																	
	6 data generation	65_hic_only			ddSalArbu1	EDTOL01530	Salix arbuscula					F			1149847	Salix	Salicaceae	Malpighiales	Tracheophyta	SAMEA10332252		1						1																			UNKNOWN	COMPLETE	ddSalArbu1						●																	
	6 data generation	65_hic_only			ucLobSegn1	Ox800029	Lobochlamys segnis					NA			52035	Lobochlamys	Chlamydomonadaceae	Chlamydomonadales	Chlorophyta	SAMEA12753560		1						1																			UNKNOWN	COMPLETE	ucLobSegn1						●																	
	6 data generation	65_hic_only			cbLeuGlau1	EDTOL02007	Leucobryum glaucum				large white-moss	U			94688	Leucobryum	Dicranaceae	Dicranales	Bryophyta	SAMEA10332328		1						1																			UNKNOWN	COMPLETE	cbLeuGlau1						●																	
	6 data generation	65_hic_only			icLocCrat1	Ox001430	Lochmaea crataegi				hawthorn leaf beetle	U			1143063	Lochmaea	Chrysomelidae	Coleoptera	Arthropoda	SAMEA10166999		1						1																			UNKNOWN	COMPLETE	icLocCrat1						●																	
	6 data generation	65_hic_only			idMacPhal1	Ox001559	Macrocera phalerata					M			2870502	Macrocera	Keroplatidae	Diptera	Arthropoda	SAMEA10167108		1						1																			UNKNOWN	COMPLETE	idMacPhal1						●																	
	6 data generation	65_hic_only			wjMarSang1	MBA-211009-015A	Marphysa sanguinea				blood tip worm	U			167828	Marphysa	Eunicidae	Eunicida	Annelida	SAMEA13854526		1						1																			UNKNOWN	COMPLETE	wjMarSang1						●																	
	6 data generation	65_hic_only			ilMonLaev1	Ox001943	Monopis laevigella				skin moth	U			691988	Monopis	Tineidae	Lepidoptera	Arthropoda	SAMEA10979206		1						1																			UNKNOWN	COMPLETE	ilMonLaev1						●																	
	6 data generation	65_hic_only			idMyoTest1	Ox001290	Myopa testacea					M			2867102	Myopa	Conopidae	Diptera	Arthropoda	SAMEA10166770		1						1																			UNKNOWN	COMPLETE	idMyoTest1						●																	
	6 data generation	65_hic_only			ilNeoDubi1	Ox001832	Neocochylis dubitana				little conch	U			2769475	Neocochylis	Tortricidae	Lepidoptera	Arthropoda	SAMEA10979091		1						1																			UNKNOWN	COMPLETE	ilNeoDubi1						●																	
	6 data generation	65_hic_only			wtNeoFigu1	MBA-201116-003A	Neoamphitrite figulus				(a segmented worm)	U			2590762	Neoamphitrite	Terebellidae	Terebellida	Annelida	SAMEA13853365		1						1																			UNKNOWN	COMPLETE	wtNeoFigu1						●																	
	6 data generation	65_hic_only			idNeoInte1	Ox001311	Neoascia interrupta				bulrush Neoascia	F			2867103	Neoascia	Syrphidae	Diptera	Arthropoda	SAMEA10166789		1						1																			UNKNOWN	COMPLETE	idNeoInte1						●																	
	6 data generation	65_hic_only			idNeoTenu1	Ox001300	Neoascia tenur				common swamp Neoacia	F			224223	Neoascia	Syrphidae	Diptera	Arthropoda	SAMEA10166780		1						1																			UNKNOWN	COMPLETE	idNeoTenu1						●																	
	6 data generation	65_hic_only			iyNomFlao1	Ox001242	Nomada flavoguttata				small nomad bee	F			601529	Nomada	Apidae	Hymenoptera	Arthropoda	SAMEA10166727		1						1																			UNKNOWN	COMPLETE	iyNomFlao1						●																	
	6 data generation	65_hic_only			wdPolLact4	SAN00002397	Polygordius lacteus					U			394770	Polygordius	Polygordiidae	Polychaeta	Annelida	SAMEA12984789		1						1																			UNKNOWN	COMPLETE	wdPolLact4						●																	
	6 data generation	65_hic_only			idCoePili1	SAN00001866	Coelopa pilipes					M			169500	Coelopa	Coelopidae	Diptera	Arthropoda	SAMEA12505745		1						1																			UNKNOWN	COMPLETE	idCoePili1						●																	
	6 data generation	65_hic_only			tzCraElli1	MBA-210525-010A	Cradoscrupocellaria ellisii				(an erect bryozoan)	H			2844362	Cradoscrupocellaria	Candidae	Cheilostomatida	Bryozoa	SAMEA12219426		1						1																			UNKNOWN	COMPLETE	tzCraElli1						●																	
	6 data generation	65_hic_only			qmMacRost1	MBA-210916-068A	Macropodia rostrata				the long legged spider crab	U			1129405	Macropodia	Inachidae	Decapoda	Arthropoda	SAMEA13854267		1						1																			UNKNOWN	COMPLETE	qmMacRost1						●																	
	6 data generation	65_hic_only			dcAtrPrae1	EDTOL02301	Atriplex praecox					H			1734436	Atriplex	Chenopodiaceae	Caryophyllales	Tracheophyta	SAMEA11478562		1						1																			UNKNOWN	COMPLETE	dcAtrPrae1						●																	
	6 data generation	65_hic_only			lpAveFlex1	EDTOL02246	Avenella flexuosa					H			29672	Avenella	Poaceae	Poales	Streptophyta	SAMEA10983521		1						1																			UNKNOWN	COMPLETE	lpAveFlex1						●																	
	6 data generation	65_hic_only			qeDicSaun1	SAN00001933	Dicyrtomina saundersi					U			438492	Dicyrtomina	Dicyrtomidae	Collembola	Arthropoda	SAMEA12110488		1						1																			UNKNOWN	COMPLETE	qeDicSaun1						●																	
	6 data generation	65_hic_only			ihEulTili1	SAN00002113	Eulecanium tiliae					F			2678618	Eulecanium	Coccidae	Hemiptera	Arthropoda	SAMEA12110688		1						1																			UNKNOWN	COMPLETE	ihEulTili1						●																	
	6 data generation	65_hic_only			idHirCame1	SAN00002029	Hirtodrosophila cameraria					F			1262473	Hirtodrosophila	Drosophilidae	Diptera	Arthropoda	SAMEA12110595		1						1																			UNKNOWN	COMPLETE	idHirCame1						●																	
	6 data generation	65_hic_only			idHirConf1	SAN00001909	Hirtodrosophila confusa					M			77771	Hirtodrosophila	Drosophilidae	Diptera	Arthropoda	SAMEA12110461		1						1																			UNKNOWN	COMPLETE	idHirConf1						●																	
	6 data generation	65_hic_only			idHirTriv1	SAN00001921	Hirtodrosophila trivittata					M			2592574	Hirtodrosophila	Drosophilidae	Diptera	Arthropoda	SAMEA12110474		1						1																			UNKNOWN	COMPLETE	idHirTriv1						●																	
	6 data generation	65_hic_only			idLeuHung1	SAN00002036	Leucophenga hungarica					F			2900724	Leucophenga	Drosophilidae	Diptera	Arthropoda	SAMEA12110603		1						1																			UNKNOWN	COMPLETE	idLeuHung1						●																	
	6 data generation	65_hic_only			ihLicVibu1	SAN00002110	Lichtensia viburni					F			2900726	Lichtensia	Coccidae	Hemiptera	Arthropoda	SAMEA12110685		1						1																			UNKNOWN	COMPLETE	ihLicVibu1						●																	
	6 data generation	65_hic_only			idLeuMacu1	SAN00001913	Leucophenga maculata					M			30051	Leucophenga	Drosophilidae	Diptera	Arthropoda	SAMEA12110466		1						1																			UNKNOWN	COMPLETE	idLeuMacu1						●																	
	6 data generation	65_hic_only			voDryFili1	KDTOL10359	Dryopteris filix-mas					H			3289	Dryopteris	Dryopteridaceae	Polypodiales	Tracheophyta	SAMEA10369655		1						1																			UNKNOWN	COMPLETE	voDryFili1						●																	
	6 data generation	65_hic_only			wpNepCirr1	MBA-211007-004A	Nephtys cirrosa				white catworm	U			714606	Nephtys	Nephtyidae	Phyllodocida	Annelida	SAMEA13854411		1						1																			UNKNOWN	COMPLETE	wpNepCirr1						●																	
	6 data generation	65_hic_only			daLapComm1	EDTOL02261	Lapsana communis					H			268080	Lapsana	Asteraceae	Asterales	Tracheophyta	SAMEA11478523		1						1																			IN_PROGRESS	COMPLETE	daLapComm1						●																	
	6 data generation	65_hic_only			daSucPrat4	EDTOL02196	Succisa pratensis				devil's-bit scabious	H			105906	Succisa	Dipsacaceae	Dipsacales	Tracheophyta	SAMEA10241454		1						1																			UNKNOWN	COMPLETE	daSucPrat4						●																	
	6 data generation	65_hic_only			dcDroAngl1	EDTOL01479	Drosera anglica					H			173389	Drosera	Droseraceae	Caryophyllales	Tracheophyta	SAMEA10983573		1						1																			UNKNOWN	COMPLETE	dcDroAngl1						●																	
	6 data generation	65_hic_only			ddHibTrid1	SAN2300265	Hibiscus tridactylites					H			2862204	Hibiscus	Malvaceae	Malvales	Streptophyta	SAMEA10985248		1						1																			UNKNOWN	COMPLETE	ddHibTrid1						●																	
	6 data generation	65_hic_only			drFraVesc1	EDTOL02278	Fragaria vesca				wild strawberry	H			57918	Fragaria	Rosaceae	Rosales	Tracheophyta	SAMEA11478559		1						1																			IN_PROGRESS	COMPLETE	drFraVesc1						●																	
	6 data generation	65_hic_only			gfGyrCast1	KDTOL00159	Gyroporus castaneus				chestnut bolete				150864	Gyroporus	Gyroporaceae	Boletales	Basidiomycota	SAMEA13743898		1						1																			UNKNOWN	COMPLETE	gfGyrCast1						●																	
	6 data generation	65_hic_only			glFlaMari1	MBA-210921-006A	Flavoplaca marina				orange sea lichen	U			1301332	Flavoplaca	Teloschistaceae	Teloschistales	Ascomycota	SAMEA13854150		1						1																			UNKNOWN	COMPLETE	glFlaMari1						●																	
	6 data generation	65_hic_only			gzEntParv1	KDTOL00170	Entomortierella parvispora								205924	Entomortierella	Mortierellaceae	Mortierellales	Zygomycota	SAMEA13759876		1						1																			UNKNOWN	COMPLETE	gzEntParv1						●																	
	6 data generation	65_hic_only			idLorAnda1	SAN00001925	Lordiphosa andalusiaca					M			30015	Lordiphosa	Drosophilidae	Diptera	Arthropoda	SAMEA12110479		1						1																			UNKNOWN	COMPLETE	idLorAnda1						●																	
	6 data generation	65_hic_only			idLorFene1	SAN00002021	Lordiphosa fenestrarum					M			140569	Lordiphosa	Drosophilidae	Diptera	Arthropoda	SAMEA12110586		1						1																			UNKNOWN	COMPLETE	idLorFene1						●																	
	6 data generation	65_hic_only			iyNeuQuer1	SAN00001992	Neuroterus quercusbaccarum				currant gallwasp	M			351381	Neuroterus	Cynipidae	Hymenoptera	Arthropoda	SAMEA12110554		1						1																			UNKNOWN	COMPLETE	iyNeuQuer1						●																	
	6 data generation	65_hic_only			jhCanCock1	MBA-210426-001A	Candelabrum cocksii				(a hydroid)	U			264050	Candelabrum	Candelabridae	Anthoathecata	Cnidaria	SAMEA13853370		1						1																			UNKNOWN	COMPLETE	jhCanCock1						●																	
	6 data generation	65_hic_only			jhCorCasp1	MBA-210729-001A	Cordylophora caspia				(an erect bryozoan)	H			492274	Cordylophora	Oceaniidae	Anthoathecata	Cnidaria	SAMEA12231781		1						1																			UNKNOWN	COMPLETE	jhCorCasp1,jhCorCasp3						●																	
	6 data generation	65_hic_only			laPotNata1	EDTOL02258	Potamogeton natans					H			189328	Potamogeton	Potamogetonaceae	Alismatales	Tracheophyta	SAMEA11478520		1						1																			IN_PROGRESS	COMPLETE	laPotNata1						●																	
	6 data generation	65_hic_only			laPotPoly1	EDTOL01527	Potamogeton polygonifolius					H			997772	Potamogeton	Potamogetonaceae	Alismatales	Tracheophyta	SAMEA10332249		1						1																			IN_PROGRESS	COMPLETE	laPotPoly1						●																	
	6 data generation	65_hic_only			laSchPalu1	EDTOL01500	Scheuchzeria palustris					H			29653	Scheuchzeria	Scheuchzeriaceae	Alismatales	Tracheophyta	SAMEA10241388		1						1																			UNKNOWN	COMPLETE	laSchPalu1						●																	
	6 data generation	65_hic_only			lpSchTabe1	EDTOL02323	Schoenoplectus tabernaemontani					H			316508	Schoenoplectus	Cyperaceae	Poales	Tracheophyta	SAMEA11478597		1						1																			UNKNOWN	COMPLETE	lpSchTabe1						●																	
	6 data generation	65_hic_only			pyHetTriq1	MBA-201028-001B	Heterocapsa triquetra				(a marine dinoflagellate)	U			66468	Heterocapsa	Heterocapsaceae	Peridiniales	Myzozoa	SAMEA13854376		1						1																			UNKNOWN	COMPLETE	pyHetTriq1						●																	
	6 data generation	65_hic_only			qqOpiSaxa1	NHMUK014447004	Opilio saxatilis					U			2834881	Opilio	Phalangiidae	Opiliones	Arthropoda	SAMEA9359459		1						1																			UNKNOWN	COMPLETE	qqOpiSaxa1						●																	
	6 data generation	65_hic_only			tzBugTurb1	MBA-210525-011A	Bugulina turbinata				(an erect bryozoan)	H			297737	Bugulina	Bugulidae	Cheilostomatida	Bryozoa	SAMEA12219425		1						1																			UNKNOWN	COMPLETE	tzBugTurb1						●																	
	6 data generation	65_hic_only			ucBryHypn1	MBA-210924-007A	Bryopsis hypnoides				evenly branched mossy feather weed	U			222885	Bryopsis	Bryopsidaceae	Bryopsidales	Chlorophyta	SAMEA13854256		1						1																			UNKNOWN	COMPLETE	ucBryHypn1						●																	
	6 data generation	65_hic_only			ucBryPlum1	MBA-210527-002A	Bryopsis plumosa				mossy feather weed	U			3130	Bryopsis	Bryopsidaceae	Bryopsidales	Chlorophyta	SAMEA12219428		1						1																			UNKNOWN	COMPLETE	ucBryPlum1						●																	
	6 data generation	65_hic_only			ucGloScop1	Ox800058	Gloeotila scopulina					NA			413988	Gloeotila	Chlorellaceae	Chlorellales	Chlorophyta	SAMEA14291436		1						1																			UNKNOWN	COMPLETE	ucGloScop1						●																	
	6 data generation	65_hic_only			ukKleFlui1	Ox800060	Klebsormidium fluitans					NA			81807	Klebsormidium	Klebsormidiaceae	Klebsormidiales	Charophyta	SAMEA14291438		1						1																			UNKNOWN	COMPLETE	ukKleFlui1						●																	
	6 data generation	65_hic_only			uoCarCost1	MBA-210825-002A	Carpomitra costata				tassel weed	U			66794	Carpomitra	Sporochnaceae	Sporochnales	Ochrophyta	SAMEA13854017		1						1																			UNKNOWN	COMPLETE	uoCarCost1						●																	
	6 data generation	65_hic_only			uoHalFili1	MBA-210825-018A	Halopteris filicina				sea fern weed	U			117521	Halopteris	Stypocaulaceae	Sphacelariales	Ochrophyta	SAMEA13854142		1						1																			UNKNOWN	COMPLETE	uoHalFili1						●																	
	6 data generation	65_hic_only			xbTimOvat1	MBA-211006-015A	Timoclea ovata				oval venus	U			380119	Timoclea	Veneridae	Venerida	Mollusca	SAMEA13854393		1						1																			UNKNOWN	COMPLETE	xbTimOvat1						●																	
	6 data generation	65_hic_only			laRupMari1	KDTOL10397	Ruppia maritima					H			29652	Ruppia	Ruppiaceae	Alismatales	Tracheophyta	SAMEA10369848		1						1																			UNKNOWN	COMPLETE	laRupMari1						●																	
	6 data generation	65_hic_only			ddGlaMari1	EDTOL02353	Glaux maritima					H			110753	Glaux	Primulaceae	Ericales	Tracheophyta	SAMEA10983583		1						1																			UNKNOWN	COMPLETE	ddGlaMari1						●																	
	6 data generation	65_hic_only			qqNeoAdia1	NHMUK014438368	Neoscona adianta					U			1112440	Neoscona	Araneidae	Araneae	Arthropoda	SAMEA11025077		1						1																			UNKNOWN	COMPLETE	qqNeoAdia1						●																	
	6 data generation	65_hic_only			qqMyrForm1	NHMUK014036735	Myrmarachne formicaria					M			1593253	Myrmarachne	Salticidae	Araneae	Arthropoda	SAMEA11025093		1						1																			UNKNOWN	COMPLETE	qqMyrForm1						●																	
